# Title: Global Land 12-Month Period Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1901-2000
Date,Anomaly
186210,-0.7
186211,-0.73
186212,-0.79
186301,-0.72
186302,-0.69
186303,-0.65
186304,-0.61
186305,-0.59
186306,-0.59
186307,-0.59
186308,-0.6
186309,-0.61
186310,-0.6
186311,-0.58
186312,-0.54
186401,-0.59
186402,-0.58
186403,-0.59
186404,-0.61
186405,-0.59
186406,-0.58
186407,-0.56
186408,-0.56
186409,-0.55
186410,-0.55
186411,-0.58
186412,-0.62
186501,-0.52
186502,-0.54
186503,-0.57
186504,-0.6
186505,-0.63
186506,-0.63
186507,-0.63
186508,-0.59
186509,-0.55
186510,-0.51
186511,-0.47
186512,-0.4
186601,-0.44
186602,-0.41
186603,-0.41
186604,-0.39
186605,-0.37
186606,-0.41
186607,-0.41
186608,-0.44
186609,-0.45
186610,-0.47
186611,-0.5
186612,-0.48
186701,-0.49
186702,-0.55
186703,-0.56
186704,-0.61
186705,-0.65
186706,-0.63
186707,-0.64
186708,-0.62
186709,-0.63
186710,-0.61
186711,-0.56
186712,-0.56
186801,-0.57
186802,-0.53
186803,-0.49
186804,-0.44
186805,-0.4
186806,-0.4
186807,-0.39
186808,-0.38
186809,-0.37
186810,-0.35
186811,-0.44
186812,-0.45
186901,-0.41
186902,-0.34
186903,-0.33
186904,-0.31
186905,-0.29
186906,-0.28
186907,-0.27
186908,-0.28
186909,-0.29
186910,-0.31
186911,-0.23
186912,-0.24
187001,-0.3
187002,-0.42
187003,-0.45
187004,-0.47
187005,-0.48
187006,-0.45
187007,-0.44
187008,-0.43
187009,-0.43
187010,-0.43
187011,-0.48
187012,-0.52
187101,-0.54
187102,-0.53
187103,-0.5
187104,-0.46
187105,-0.48
187106,-0.49
187107,-0.5
187108,-0.51
187109,-0.53
187110,-0.54
187111,-0.56
187112,-0.53
187201,-0.52
187202,-0.5
187203,-0.52
187204,-0.57
187205,-0.55
187206,-0.58
187207,-0.59
187208,-0.58
187209,-0.57
187210,-0.55
187211,-0.54
187212,-0.56
187301,-0.55
187302,-0.52
187303,-0.56
187304,-0.56
187305,-0.56
187306,-0.54
187307,-0.53
187308,-0.53
187309,-0.54
187310,-0.51
187311,-0.49
187312,-0.47
187401,-0.46
187402,-0.47
187403,-0.46
187404,-0.43
187405,-0.43
187406,-0.43
187407,-0.45
187408,-0.49
187409,-0.48
187410,-0.48
187411,-0.49
187412,-0.44
187501,-0.43
187502,-0.44
187503,-0.42
187504,-0.42
187505,-0.44
187506,-0.44
187507,-0.41
187508,-0.41
187509,-0.44
187510,-0.48
187511,-0.55
187512,-0.66
187601,-0.67
187602,-0.71
187603,-0.69
187604,-0.69
187605,-0.72
187606,-0.71
187607,-0.73
187608,-0.73
187609,-0.71
187610,-0.67
187611,-0.63
187612,-0.6
187701,-0.59
187702,-0.54
187703,-0.5
187704,-0.49
187705,-0.44
187706,-0.43
187707,-0.38
187708,-0.35
187709,-0.32
187710,-0.29
187711,-0.21
187712,-0.17
187801,-0.16
187802,-0.14
187803,-0.09
187804,-0.06
187805,-0.06
187806,-0.03
187807,-0.02
187808,-0.02
187809,-0.01
187810,-0.03
187811,-0.07
187812,-0.05
187901,-0.04
187902,-0.1
187903,-0.18
187904,-0.23
187905,-0.23
187906,-0.28
187907,-0.31
187908,-0.34
187909,-0.39
187910,-0.41
187911,-0.46
187912,-0.52
188001,-0.57
188002,-0.62
188003,-0.65
188004,-0.65
188005,-0.64
188006,-0.63
188007,-0.65
188008,-0.61
188009,-0.61
188010,-0.6
188011,-0.56
188012,-0.51
188101,-0.46
188102,-0.39
188103,-0.37
188104,-0.34
188105,-0.32
188106,-0.36
188107,-0.34
188108,-0.37
188109,-0.38
188110,-0.4
188111,-0.42
188112,-0.4
188201,-0.37
188202,-0.37
188203,-0.37
188204,-0.41
188205,-0.44
188206,-0.44
188207,-0.47
188208,-0.47
188209,-0.46
188210,-0.47
188211,-0.49
188212,-0.57
188301,-0.62
188302,-0.65
188303,-0.64
188304,-0.63
188305,-0.62
188306,-0.55
188307,-0.52
188308,-0.55
188309,-0.56
188310,-0.55
188311,-0.54
188312,-0.51
188401,-0.51
188402,-0.48
188403,-0.56
188404,-0.59
188405,-0.63
188406,-0.68
188407,-0.71
188408,-0.71
188409,-0.72
188410,-0.73
188411,-0.73
188412,-0.67
188501,-0.69
188502,-0.69
188503,-0.66
188504,-0.65
188505,-0.63
188506,-0.64
188507,-0.62
188508,-0.59
188509,-0.56
188510,-0.54
188511,-0.52
188512,-0.54
188601,-0.53
188602,-0.55
188603,-0.58
188604,-0.55
188605,-0.56
188606,-0.55
188607,-0.54
188608,-0.54
188609,-0.53
188610,-0.54
188611,-0.54
188612,-0.54
188701,-0.58
188702,-0.58
188703,-0.55
188704,-0.56
188705,-0.56
188706,-0.55
188707,-0.57
188708,-0.58
188709,-0.57
188710,-0.58
188711,-0.57
188712,-0.64
188801,-0.55
188802,-0.54
188803,-0.54
188804,-0.54
188805,-0.54
188806,-0.52
188807,-0.49
188808,-0.47
188809,-0.49
188810,-0.42
188811,-0.36
188812,-0.31
188901,-0.31
188902,-0.22
188903,-0.16
188904,-0.1
188905,-0.05
188906,-0.03
188907,-0.05
188908,-0.05
188909,-0.02
188910,-0.06
188911,-0.12
188912,-0.15
189001,-0.18
189002,-0.26
189003,-0.31
189004,-0.38
189005,-0.43
189006,-0.47
189007,-0.48
189008,-0.5
189009,-0.52
189010,-0.51
189011,-0.51
189012,-0.53
189101,-0.52
189102,-0.58
189103,-0.56
189104,-0.55
189105,-0.53
189106,-0.51
189107,-0.51
189108,-0.51
189109,-0.51
189110,-0.53
189111,-0.54
189112,-0.51
189201,-0.51
189202,-0.42
189203,-0.43
189204,-0.43
189205,-0.47
189206,-0.48
189207,-0.5
189208,-0.51
189209,-0.5
189210,-0.51
189211,-0.51
189212,-0.53
189301,-0.59
189302,-0.66
189303,-0.69
189304,-0.69
189305,-0.67
189306,-0.66
189307,-0.65
189308,-0.64
189309,-0.65
189310,-0.64
189311,-0.61
189312,-0.63
189401,-0.62
189402,-0.6
189403,-0.57
189404,-0.58
189405,-0.55
189406,-0.59
189407,-0.59
189408,-0.56
189409,-0.57
189410,-0.59
189411,-0.59
189412,-0.57
189501,-0.55
189502,-0.56
189503,-0.55
189504,-0.52
189505,-0.54
189506,-0.51
189507,-0.5
189508,-0.5
189509,-0.49
189510,-0.49
189511,-0.46
189512,-0.47
189601,-0.42
189602,-0.38
189603,-0.4
189604,-0.46
189605,-0.47
189606,-0.46
189607,-0.47
189608,-0.47
189609,-0.45
189610,-0.41
189611,-0.42
189612,-0.41
189701,-0.42
189702,-0.45
189703,-0.46
189704,-0.38
189705,-0.33
189706,-0.34
189707,-0.32
189708,-0.31
189709,-0.3
189710,-0.33
189711,-0.3
189712,-0.26
189801,-0.27
189802,-0.26
189803,-0.29
189804,-0.33
189805,-0.35
189806,-0.34
189807,-0.34
189808,-0.33
189809,-0.32
189810,-0.33
189811,-0.39
189812,-0.42
189901,-0.43
189902,-0.42
189903,-0.37
189904,-0.35
189905,-0.36
189906,-0.39
189907,-0.39
189908,-0.4
189909,-0.38
189910,-0.37
189911,-0.3
189912,-0.26
190001,-0.27
190002,-0.21
190003,-0.17
190004,-0.18
190005,-0.15
190006,-0.11
190007,-0.12
190008,-0.12
190009,-0.16
190010,-0.13
190011,-0.14
190012,-0.14
190101,-0.13
190102,-0.15
190103,-0.12
190104,-0.07
190105,-0.08
190106,-0.08
190107,-0.07
190108,-0.06
190109,-0.04
190110,-0.07
190111,-0.08
190112,-0.08
190201,-0.04
190202,0
190203,-0.08
190204,-0.14
190205,-0.15
190206,-0.14
190207,-0.14
190208,-0.15
190209,-0.17
190210,-0.18
190211,-0.21
190212,-0.28
190301,-0.29
190302,-0.33
190303,-0.29
190304,-0.31
190305,-0.31
190306,-0.33
190307,-0.36
190308,-0.38
190309,-0.39
190310,-0.41
190311,-0.38
190312,-0.39
190401,-0.44
190402,-0.48
190403,-0.48
190404,-0.48
190405,-0.5
190406,-0.51
190407,-0.51
190408,-0.51
190409,-0.51
190410,-0.49
190411,-0.46
190412,-0.4
190501,-0.34
190502,-0.36
190503,-0.37
190504,-0.35
190505,-0.32
190506,-0.29
190507,-0.27
190508,-0.27
190509,-0.27
190510,-0.28
190511,-0.29
190512,-0.32
190601,-0.37
190602,-0.33
190603,-0.34
190604,-0.28
190605,-0.26
190606,-0.25
190607,-0.24
190608,-0.22
190609,-0.2
190610,-0.15
190611,-0.16
190612,-0.09
190701,-0.06
190702,-0.1
190703,-0.1
190704,-0.19
190705,-0.26
190706,-0.32
190707,-0.35
190708,-0.36
190709,-0.37
190710,-0.39
190711,-0.41
190712,-0.49
190801,-0.52
190802,-0.45
190803,-0.49
190804,-0.48
190805,-0.45
190806,-0.42
190807,-0.4
190808,-0.42
190809,-0.42
190810,-0.45
190811,-0.45
190812,-0.43
190901,-0.47
190902,-0.5
190903,-0.48
190904,-0.48
190905,-0.48
190906,-0.51
190907,-0.52
190908,-0.5
190909,-0.48
190910,-0.45
190911,-0.39
190912,-0.38
191001,-0.3
191002,-0.29
191003,-0.28
191004,-0.24
191005,-0.22
191006,-0.21
191007,-0.18
191008,-0.18
191009,-0.18
191010,-0.21
191011,-0.23
191012,-0.27
191101,-0.32
191102,-0.36
191103,-0.4
191104,-0.38
191105,-0.4
191106,-0.41
191107,-0.43
191108,-0.45
191109,-0.46
191110,-0.44
191111,-0.43
191112,-0.39
191201,-0.37
191202,-0.33
191203,-0.33
191204,-0.36
191205,-0.34
191206,-0.31
191207,-0.34
191208,-0.37
191209,-0.39
191210,-0.47
191211,-0.48
191212,-0.49
191301,-0.49
191302,-0.51
191303,-0.49
191304,-0.5
191305,-0.54
191306,-0.56
191307,-0.54
191308,-0.48
191309,-0.44
191310,-0.39
191311,-0.4
191312,-0.34
191401,-0.28
191402,-0.24
191403,-0.21
191404,-0.19
191405,-0.15
191406,-0.11
191407,-0.11
191408,-0.13
191409,-0.14
191410,-0.11
191411,-0.07
191412,-0.1
191501,-0.14
191502,-0.14
191503,-0.11
191504,-0.07
191505,-0.06
191506,-0.07
191507,-0.05
191508,-0.03
191509,-0.02
191510,-0.04
191511,-0.05
191512,-0.09
191601,-0.08
191602,-0.1
191603,-0.12
191604,-0.16
191605,-0.18
191606,-0.19
191607,-0.22
191608,-0.22
191609,-0.23
191610,-0.23
191611,-0.3
191612,-0.38
191701,-0.41
191702,-0.46
191703,-0.53
191704,-0.57
191705,-0.63
191706,-0.65
191707,-0.63
191708,-0.65
191709,-0.65
191710,-0.7
191711,-0.67
191712,-0.65
191801,-0.7
191802,-0.7
191803,-0.66
191804,-0.67
191805,-0.66
191806,-0.67
191807,-0.69
191808,-0.7
191809,-0.69
191810,-0.62
191811,-0.63
191812,-0.58
191901,-0.5
191902,-0.48
191903,-0.49
191904,-0.41
191905,-0.36
191906,-0.34
191907,-0.32
191908,-0.31
191909,-0.3
191910,-0.31
191911,-0.3
191912,-0.28
192001,-0.25
192002,-0.21
192003,-0.16
192004,-0.2
192005,-0.2
192006,-0.19
192007,-0.21
192008,-0.2
192009,-0.22
192010,-0.22
192011,-0.23
192012,-0.27
192101,-0.27
192102,-0.28
192103,-0.31
192104,-0.29
192105,-0.29
192106,-0.26
192107,-0.24
192108,-0.23
192109,-0.23
192110,-0.21
192111,-0.18
192112,-0.12
192201,-0.14
192202,-0.19
192203,-0.18
192204,-0.16
192205,-0.18
192206,-0.2
192207,-0.22
192208,-0.24
192209,-0.24
192210,-0.26
192211,-0.24
192212,-0.22
192301,-0.23
192302,-0.18
192303,-0.21
192304,-0.26
192305,-0.26
192306,-0.25
192307,-0.26
192308,-0.27
192309,-0.28
192310,-0.25
192311,-0.26
192312,-0.27
192401,-0.27
192402,-0.26
192403,-0.21
192404,-0.19
192405,-0.18
192406,-0.19
192407,-0.18
192408,-0.18
192409,-0.16
192410,-0.17
192411,-0.17
192412,-0.19
192501,-0.21
192502,-0.22
192503,-0.24
192504,-0.2
192505,-0.19
192506,-0.21
192507,-0.21
192508,-0.2
192509,-0.22
192510,-0.21
192511,-0.23
192512,-0.19
192601,-0.1
192602,-0.04
192603,0.02
192604,0.02
192605,-0.01
192606,0
192607,0
192608,0.01
192609,0.03
192610,0.06
192611,0.07
192612,0.01
192701,-0.08
192702,-0.11
192703,-0.21
192704,-0.27
192705,-0.25
192706,-0.23
192707,-0.22
192708,-0.19
192709,-0.17
192710,-0.17
192711,-0.16
192712,-0.17
192801,-0.13
192802,-0.12
192803,-0.08
192804,-0.06
192805,-0.05
192806,-0.05
192807,-0.06
192808,-0.09
192809,-0.09
192810,-0.12
192811,-0.11
192812,-0.05
192901,-0.09
192902,-0.15
192903,-0.15
192904,-0.18
192905,-0.2
192906,-0.25
192907,-0.28
192908,-0.28
192909,-0.3
192910,-0.3
192911,-0.33
192912,-0.42
193001,-0.41
193002,-0.37
193003,-0.35
193004,-0.31
193005,-0.29
193006,-0.24
193007,-0.18
193008,-0.17
193009,-0.18
193010,-0.2
193011,-0.14
193012,-0.06
193101,-0.03
193102,-0.04
193103,-0.05
193104,-0.07
193105,-0.07
193106,-0.07
193107,-0.06
193108,-0.04
193109,0.01
193110,0.06
193111,0.04
193112,0.06
193201,0.11
193202,0.11
193203,0.11
193204,0.16
193205,0.17
193206,0.18
193207,0.15
193208,0.11
193209,0.11
193210,0.1
193211,0.04
193212,0
193301,-0.06
193302,-0.07
193303,-0.08
193304,-0.12
193305,-0.14
193306,-0.16
193307,-0.17
193308,-0.16
193309,-0.22
193310,-0.25
193311,-0.24
193312,-0.27
193401,-0.28
193402,-0.2
193403,-0.2
193404,-0.22
193405,-0.18
193406,-0.17
193407,-0.15
193408,-0.14
193409,-0.1
193410,-0.08
193411,-0.02
193412,0.03
193501,0.01
193502,0.04
193503,0.06
193504,0.04
193505,-0.01
193506,-0.04
193507,-0.02
193508,-0.02
193509,0
193510,-0.02
193511,-0.08
193512,-0.11
193601,-0.12
193602,-0.24
193603,-0.27
193604,-0.22
193605,-0.2
193606,-0.17
193607,-0.16
193608,-0.14
193609,-0.15
193610,-0.13
193611,-0.09
193612,-0.06
193701,-0.01
193702,0.06
193703,0.05
193704,0.03
193705,0.04
193706,0.05
193707,0.02
193708,0.02
193709,0.05
193710,0.06
193711,0.08
193712,0.05
193801,0.07
193802,0.08
193803,0.16
193804,0.23
193805,0.24
193806,0.21
193807,0.23
193808,0.22
193809,0.22
193810,0.23
193811,0.25
193812,0.26
193901,0.26
193902,0.23
193903,0.16
193904,0.1
193905,0.1
193906,0.14
193907,0.14
193908,0.15
193909,0.12
193910,0.07
193911,0.04
193912,0.14
194001,0.13
194002,0.14
194003,0.18
194004,0.24
194005,0.23
194006,0.22
194007,0.21
194008,0.17
194009,0.18
194010,0.22
194011,0.21
194012,0.15
194101,0.13
194102,0.15
194103,0.13
194104,0.11
194105,0.11
194106,0.13
194107,0.15
194108,0.18
194109,0.16
194110,0.16
194111,0.14
194112,0.11
194201,0.17
194202,0.11
194203,0.1
194204,0.09
194205,0.07
194206,0.06
194207,0.03
194208,0.02
194209,0.04
194210,0.04
194211,0.07
194212,0.07
194301,0
194302,0.04
194303,0.05
194304,0.08
194305,0.09
194306,0.04
194307,0.06
194308,0.05
194309,0.02
194310,0.06
194311,0.06
194312,0.09
194401,0.18
194402,0.2
194403,0.24
194404,0.21
194405,0.22
194406,0.25
194407,0.24
194408,0.24
194409,0.28
194410,0.27
194411,0.27
194412,0.25
194501,0.2
194502,0.13
194503,0.09
194504,0.13
194505,0.11
194506,0.11
194507,0.11
194508,0.15
194509,0.12
194510,0.09
194511,0.06
194512,0.01
194601,0.03
194602,0.05
194603,0.05
194604,0.02
194605,0.04
194606,0.03
194607,0.03
194608,-0.02
194609,-0.03
194610,-0.05
194611,-0.03
194612,-0.02
194701,-0.03
194702,-0.02
194703,0.03
194704,0.04
194705,0.04
194706,0.05
194707,0.05
194708,0.05
194709,0.06
194710,0.12
194711,0.12
194712,0.14
194801,0.15
194802,0.14
194803,0.08
194804,0.07
194805,0.1
194806,0.09
194807,0.09
194808,0.1
194809,0.1
194810,0.08
194811,0.07
194812,0.03
194901,0.03
194902,0
194903,0.05
194904,0.03
194905,0.01
194906,0
194907,-0.02
194908,-0.03
194909,-0.05
194910,-0.06
194911,-0.07
194912,-0.03
195001,-0.09
195002,-0.09
195003,-0.11
195004,-0.13
195005,-0.13
195006,-0.12
195007,-0.12
195008,-0.14
195009,-0.12
195010,-0.15
195011,-0.19
195012,-0.21
195101,-0.24
195102,-0.28
195103,-0.29
195104,-0.28
195105,-0.28
195106,-0.28
195107,-0.28
195108,-0.25
195109,-0.22
195110,-0.17
195111,-0.14
195112,-0.08
195201,0
195202,0.09
195203,0.07
195204,0.1
195205,0.08
195206,0.08
195207,0.1
195208,0.1
195209,0.08
195210,0.05
195211,0.03
195212,-0.01
195301,-0.01
195302,0.02
195303,0.08
195304,0.12
195305,0.14
195306,0.17
195307,0.15
195308,0.14
195309,0.13
195310,0.16
195311,0.18
195312,0.21
195401,0.15
195402,0.11
195403,0.06
195404,-0.01
195405,-0.05
195406,-0.07
195407,-0.06
195408,-0.06
195409,-0.06
195410,-0.06
195411,-0.02
195412,-0.04
195501,0.04
195502,0.02
195503,-0.01
195504,-0.02
195505,-0.01
195506,-0.01
195507,-0.02
195508,0.01
195509,0.01
195510,0.01
195511,-0.06
195512,-0.11
195601,-0.18
195602,-0.18
195603,-0.14
195604,-0.15
195605,-0.18
195606,-0.19
195607,-0.2
195608,-0.28
195609,-0.3
195610,-0.37
195611,-0.36
195612,-0.31
195701,-0.3
195702,-0.3
195703,-0.31
195704,-0.28
195705,-0.25
195706,-0.21
195707,-0.22
195708,-0.16
195709,-0.12
195710,-0.06
195711,-0.04
195712,-0.03
195801,0.05
195802,0.09
195803,0.12
195804,0.12
195805,0.14
195806,0.11
195807,0.13
195808,0.1
195809,0.07
195810,0.06
195811,0.05
195812,0.04
195901,-0.01
195902,-0.02
195903,0.02
195904,0.06
195905,0.05
195906,0.08
195907,0.08
195908,0.1
195909,0.12
195910,0.11
195911,0.11
195912,0.11
196001,0.1
196002,0.12
196003,0
196004,-0.06
196005,-0.09
196006,-0.11
196007,-0.14
196008,-0.14
196009,-0.13
196010,-0.12
196011,-0.14
196012,-0.1
196101,-0.09
196102,-0.1
196103,-0.02
196104,0.02
196105,0.07
196106,0.09
196107,0.11
196108,0.11
196109,0.12
196110,0.11
196111,0.15
196112,0.07
196201,0.06
196202,0.08
196203,0.1
196204,0.1
196205,0.06
196206,0.03
196207,0.01
196208,-0.01
196209,-0.03
196210,-0.03
196211,-0.01
196212,0.04
196301,0.03
196302,0.04
196303,-0.03
196304,-0.06
196305,-0.06
196306,-0.06
196307,-0.04
196308,0
196309,0.03
196310,0.06
196311,0.05
196312,0.04
196401,0.02
196402,-0.05
196403,-0.07
196404,-0.1
196405,-0.11
196406,-0.11
196407,-0.12
196408,-0.16
196409,-0.22
196410,-0.29
196411,-0.33
196412,-0.35
196501,-0.33
196502,-0.33
196503,-0.3
196504,-0.28
196505,-0.25
196506,-0.26
196507,-0.27
196508,-0.27
196509,-0.25
196510,-0.2
196511,-0.17
196512,-0.16
196601,-0.21
196602,-0.19
196603,-0.19
196604,-0.19
196605,-0.19
196606,-0.16
196607,-0.13
196608,-0.12
196609,-0.1
196610,-0.14
196611,-0.15
196612,-0.16
196701,-0.13
196702,-0.16
196703,-0.14
196704,-0.1
196705,-0.06
196706,-0.08
196707,-0.1
196708,-0.1
196709,-0.1
196710,-0.02
196711,-0.01
196712,0.02
196801,0.01
196802,0.04
196803,0.09
196804,0.08
196805,0.03
196806,0.03
196807,0.01
196808,0
196809,-0.04
196810,-0.08
196811,-0.13
196812,-0.21
196901,-0.24
196902,-0.29
196903,-0.38
196904,-0.38
196905,-0.36
196906,-0.34
196907,-0.32
196908,-0.32
196909,-0.28
196910,-0.26
196911,-0.2
196912,-0.09
197001,-0.02
197002,0.07
197003,0.11
197004,0.1
197005,0.09
197006,0.09
197007,0.11
197008,0.1
197009,0.12
197010,0.09
197011,0.07
197012,0
197101,-0.02
197102,-0.07
197103,-0.09
197104,-0.1
197105,-0.09
197106,-0.1
197107,-0.12
197108,-0.09
197109,-0.08
197110,-0.08
197111,-0.08
197112,-0.06
197201,-0.1
197202,-0.12
197203,-0.1
197204,-0.09
197205,-0.1
197206,-0.08
197207,-0.07
197208,-0.05
197209,-0.07
197210,-0.06
197211,-0.08
197212,-0.08
197301,0
197302,0.09
197303,0.11
197304,0.16
197305,0.2
197306,0.23
197307,0.25
197308,0.23
197309,0.23
197310,0.25
197311,0.28
197312,0.29
197401,0.24
197402,0.14
197403,0.11
197404,0.06
197405,0.02
197406,-0.02
197407,-0.03
197408,-0.02
197409,-0.05
197410,-0.07
197411,-0.1
197412,-0.14
197501,-0.12
197502,-0.04
197503,0
197504,0.02
197505,0.05
197506,0.07
197507,0.07
197508,0.03
197509,0.06
197510,0.04
197511,0.05
197512,0.07
197601,0.08
197602,0.05
197603,-0.01
197604,-0.03
197605,-0.1
197606,-0.14
197607,-0.14
197608,-0.14
197609,-0.14
197610,-0.2
197611,-0.21
197612,-0.21
197701,-0.22
197702,-0.21
197703,-0.16
197704,-0.13
197705,-0.06
197706,0
197707,0.03
197708,0.08
197709,0.07
197710,0.13
197711,0.2
197712,0.2
197801,0.2
197802,0.21
197803,0.22
197804,0.21
197805,0.17
197806,0.12
197807,0.09
197808,0.03
197809,0.04
197810,0.05
197811,0.04
197812,0.04
197901,0.04
197902,-0.03
197903,-0.06
197904,-0.1
197905,-0.11
197906,-0.1
197907,-0.11
197908,-0.07
197909,-0.05
197910,-0.03
197911,-0.03
197912,0.04
198001,0.06
198002,0.17
198003,0.19
198004,0.25
198005,0.3
198006,0.31
198007,0.36
198008,0.38
198009,0.39
198010,0.39
198011,0.4
198012,0.35
198101,0.42
198102,0.44
198103,0.49
198104,0.5
198105,0.48
198106,0.49
198107,0.49
198108,0.51
198109,0.51
198110,0.51
198111,0.51
198112,0.56
198201,0.44
198202,0.38
198203,0.29
198204,0.25
198205,0.22
198206,0.18
198207,0.18
198208,0.12
198209,0.1
198210,0.07
198211,0.02
198212,0.01
198301,0.09
198302,0.12
198303,0.19
198304,0.2
198305,0.23
198306,0.26
198307,0.24
198308,0.28
198309,0.34
198310,0.36
198311,0.43
198312,0.39
198401,0.37
198402,0.32
198403,0.31
198404,0.29
198405,0.32
198406,0.3
198407,0.31
198408,0.29
198409,0.24
198410,0.24
198411,0.18
198412,0.13
198501,0.14
198502,0.11
198503,0.1
198504,0.11
198505,0.07
198506,0.1
198507,0.06
198508,0.06
198509,0.06
198510,0.05
198511,0.05
198512,0.1
198601,0.1
198602,0.19
198603,0.22
198604,0.24
198605,0.25
198606,0.24
198607,0.26
198608,0.26
198609,0.24
198610,0.23
198611,0.23
198612,0.22
198701,0.22
198702,0.2
198703,0.14
198704,0.12
198705,0.11
198706,0.13
198707,0.18
198708,0.17
198709,0.2
198710,0.22
198711,0.22
198712,0.25
198801,0.27
198802,0.26
198803,0.33
198804,0.36
198805,0.4
198806,0.43
198807,0.41
198808,0.46
198809,0.48
198810,0.52
198811,0.54
198812,0.54
198901,0.47
198902,0.48
198903,0.47
198904,0.45
198905,0.4
198906,0.36
198907,0.34
198908,0.31
198909,0.31
198910,0.29
198911,0.28
198912,0.29
199001,0.35
199002,0.34
199003,0.42
199004,0.48
199005,0.53
199006,0.56
199007,0.58
199008,0.58
199009,0.57
199010,0.57
199011,0.62
199012,0.61
199101,0.61
199102,0.64
199103,0.55
199104,0.53
199105,0.51
199106,0.54
199107,0.56
199108,0.59
199109,0.62
199110,0.61
199111,0.61
199112,0.59
199201,0.61
199202,0.59
199203,0.63
199204,0.58
199205,0.56
199206,0.51
199207,0.44
199208,0.39
199209,0.31
199210,0.26
199211,0.21
199212,0.2
199301,0.18
199302,0.18
199303,0.16
199304,0.18
199305,0.17
199306,0.18
199307,0.2
199308,0.22
199309,0.25
199310,0.28
199311,0.28
199312,0.27
199401,0.25
199402,0.18
199403,0.16
199404,0.18
199405,0.19
199406,0.22
199407,0.23
199408,0.24
199409,0.28
199410,0.31
199411,0.37
199412,0.38
199501,0.44
199502,0.59
199503,0.63
199504,0.65
199505,0.65
199506,0.65
199507,0.68
199508,0.74
199509,0.75
199510,0.75
199511,0.77
199512,0.77
199601,0.72
199602,0.66
199603,0.63
199604,0.59
199605,0.59
199606,0.54
199607,0.53
199608,0.51
199609,0.47
199610,0.42
199611,0.41
199612,0.42
199701,0.41
199702,0.38
199703,0.4
199704,0.42
199705,0.42
199706,0.46
199707,0.43
199708,0.41
199709,0.45
199710,0.51
199711,0.51
199712,0.52
199801,0.55
199802,0.62
199803,0.61
199804,0.66
199805,0.7
199806,0.73
199807,0.79
199808,0.85
199809,0.85
199810,0.83
199811,0.81
199812,0.85
199901,0.86
199902,0.87
199903,0.83
199904,0.78
199905,0.73
199906,0.69
199907,0.65
199908,0.61
199909,0.61
199910,0.62
199911,0.63
199912,0.62
200001,0.59
200002,0.56
200003,0.62
200004,0.68
200005,0.7
200006,0.7
200007,0.7
200008,0.7
200009,0.69
200010,0.66
200011,0.63
200012,0.57
200101,0.6
200102,0.56
200103,0.55
200104,0.51
200105,0.54
200106,0.54
200107,0.56
200108,0.57
200109,0.58
200110,0.61
